0.97195,0.092479,8,3
0.51845,0.048,3,1
0.3562,0.12834,3,1
0.39374,0.039562,5,2
0.52367,0.50854,3,1
0.46628,0.0081944,7,2
0.51543,0.52012,5,2
0.43499,0.09387,6,2
0.35827,0.038615,8,3
0.77392,0.094822,9,3
0.33441,0.012976,4.5,1
0.40285,0.095931,8,3
0.69083,0.31625,5,2
0.24315,0.13231,2,1
0.4466,0.00019566,7,2
0.6069,0.23254,7,2
0.274,0.10146,8,3
0.46395,0.047402,3,1
0.52686,0.0092172,7,2
0.44078,0.0020798,7,2
0.44876,0.065218,2,1
0.48738,0.50854,3,1
0.81333,0.17634,7,2
0.59245,0.17455,7,2
0.48798,0.085259,3,1
0.38447,0.003261,7,2
0.44859,0.45583,3,1
0.40104,0.12304,6,2
0.88716,0.25435,7,2
0.31607,0.096262,9,3
0.22093,0.10037,8,3
0.42878,0.077313,6,2
0.54261,0.002202,7,2
0.48759,0.03497,2,1
0.43392,0.00095494,7,2
0.88606,0.089931,10,3
0.85609,0.088686,9,3
0.6145,0.069563,10,3
0.80587,0.0099042,5,2
0.526,0.51641,5,2
0.47875,0.0031558,7,2
0.4028,0.096367,9,3
0.17346,0.025844,8,3
0.53463,0.058381,7,2
0.42598,0.095006,8,3
0.46951,0.0081645,7,2
0.44945,0.0037763,7,2
0.39029,0.15011,6,2
0.34865,0.041962,6,2
0.55931,0.10315,7,2
0.46624,0.0021805,7,2
0.38813,0.03879,8,3
0.32928,0.034043,8,3
0.40129,0.00064084,7,2
0.4082,0.0026658,6,2
0.31348,0.13419,4.5,1
0.44984,0.10422,6,2
0.47055,0.063689,2,1
0.39689,0.14752,3,1
0.33657,0.13249,6,2
0.1096,0.15951,6,2
0.46365,0.00061144,7,2
0.36505,0.12489,3,1
0.28328,0.094679,8,3
0.49118,0.16148,7,2
0.84466,0.005274,5,2
0.82104,0.069371,10,3
0.29955,0.027766,8,3
0.45631,0.049068,3,1
0.33631,0.03759,4.5,1
0.44876,0.10241,9,3
0.50378,0.092885,10,3
0.49083,0.50854,3,1
0.26024,0.091634,8,3
0.38943,0.13823,6,2
0.47202,0.092209,6,2
0.55146,0.24816,7,2
0.23344,0.026958,8,3
