71.55,797.06,6,2
71.55,795.11,6,2
71.55,793.76,6,2
71.55,792.52,6,2
71.55,791.6,6,2
71.552,790.76,6,2
71.556,789.92,6,2
71.562,789.09,6,2
71.57,788.27,6,2
71.58,787.37,6,2
71.592,786.45,6,2
71.606,785.55,6,2
71.622,784.7,6,2
71.64,783.84,6,2
71.66,782.99,6,2
71.682,782.15,6,2
71.706,781.31,6,2
71.732,780.51,6,2
71.76,779.74,6,2
71.79,778.96,6,2
71.82,778.23,6,2
71.85,777.61,6,2
71.88,777.07,6,2
71.91,776.66,6,2
71.94,776.37,6,2
71.97,776.14,6,2
72,775.9,6,2
72.03,775.66,6,2
72.06,775.39,6,2
72.09,775.08,6,2
72.12,774.76,6,2
72.15,774.44,6,2
72.18,774.11,6,2
72.21,773.79,6,2
72.24,773.51,6,2
72.264,773.27,6,2
72.282,773.06,6,2
72.294,772.89,6,2
72.3,772.77,6,2
72.3,772.66,6,2
72.3,772.54,6,2
72.3,772.42,6,2
72.3,772.3,6,2
72.3,772.17,6,2
72.3,772.07,6,2
72.3,772.04,6,2
72.3,772.1,6,2
72.3,772.47,6,2
72.3,773.21,6,2
72.3,774.33,6,2
72.3,775.82,6,2
72.3,777.6,6,2
72.3,779.19,6,2
72.3,780.41,6,2
72.3,781.25,6,2
72.3,781.71,6,2
72.3,781.81,6,2
72.3,781.76,6,2
72.3,781.68,6,2
72.3,781.59,6,2
72.3,781.52,6,2
72.3,781.48,6,2
72.3,781.5,6,2
72.3,781.71,6,2
72.3,782.28,6,2
72.3,783.27,6,2
72.3,784.71,6,2
72.3,786.58,6,2
72.3,788.84,6,2
72.3,791.39,6,2
72.3,794.15,6,2
72.3,796.92,6,2
72.3,799.34,6,2
72.3,801.75,6,2
72.3,804.26,6,2
72.308,807.01,6,2
72.324,810.21,6,2
72.348,814.2,6,2
72.38,818.62,6,2
72.42,823.11,6,2
72.458,827.47,6,2
72.494,831.66,6,2
72.528,835.71,6,2
72.56,839.68,6,2
72.59,843.39,6,2
72.618,846.78,6,2
72.644,849.89,6,2
72.668,852.94,6,2
72.69,856.18,6,2
72.71,859.57,6,2
72.726,863.12,6,2
72.738,866.9,6,2
72.746,870.94,6,2
72.75,874.74,6,2
72.75,878.29,6,2
72.75,881.69,6,2
72.75,885.24,6,2
72.75,888.8,6,2
72.75,892.57,6,2
72.75,896.86,6,2
72.75,901.57,6,2
72.75,906.48,6,2
72.75,911.26,6,2
72.75,916.08,6,2
72.75,920.92,6,2
72.748,925.68,6,2
72.744,929.82,6,2
72.738,933.46,6,2
72.73,936.37,6,2
72.72,938.55,6,2
72.708,940.21,6,2
72.694,941.71,6,2
72.678,943.17,6,2
72.66,944.65,6,2
72.64,946.2,6,2
72.618,947.85,6,2
72.594,949.6,6,2
72.568,951.45,6,2
72.54,953.36,6,2
72.51,955.28,6,2
72.48,957.2,6,2
72.45,959.11,6,2
72.42,961.04,6,2
72.39,963.01,6,2
72.36,965.05,6,2
72.33,967.16,6,2
72.3,969.33,6,2
72.27,971.53,6,2
72.24,973.74,6,2
72.21,975.96,6,2
72.18,978.19,6,2
72.15,980.44,6,2
72.12,982.74,6,2
72.09,985.12,6,2
72.06,987.54,6,2
72.036,989.97,6,2
72.018,992.43,6,2
72.006,994.93,6,2
72,997.33,6,2
72,999.69,6,2
72,1002,6,2
72,1004.2,6,2
72,1006.3,6,2
72,1008.4,6,2
72,1010.4,6,2
72,1012.4,6,2
72,1014.3,6,2
72,1016,6,2
72,1017.5,6,2
72,1018.5,6,2
72,1019.2,6,2
72,1019.3,6,2
72,1019.5,6,2
72,1019.8,6,2
72,1020.3,6,2
72,1021.2,6,2
72,1022.4,6,2
72,1023.7,6,2
72,1025.1,6,2
72,1026.6,6,2
72,1028.2,6,2
72,1029.9,6,2
72,1031.6,6,2
72,1033.2,6,2
72,1034.5,6,2
71.998,1035.5,6,2
71.994,1035.9,6,2
71.988,1036,6,2
71.98,1035.7,6,2
71.97,1035.1,6,2
71.96,1034.3,6,2
71.95,1033.4,6,2
71.94,1032.9,6,2
71.93,1032.4,6,2
71.92,1031.9,6,2
71.91,1031.1,6,2
71.9,1029.8,6,2
71.89,1027.7,6,2
71.88,1025.1,6,2
71.87,1022.2,6,2
71.86,1019.4,6,2
71.85,1016.7,6,2
71.84,1014,6,2
71.83,1011.5,6,2
71.82,1009.3,6,2
71.81,1007.6,6,2
71.8,1006.2,6,2
71.79,1005,6,2
71.78,1003.7,6,2
71.77,1002.5,6,2
71.758,1001.3,6,2
71.744,999.95,6,2
71.728,998.39,6,2
71.71,997.05,6,2
71.69,995.9,6,2
71.672,994.85,6,2
71.656,993.53,6,2
71.642,992.17,6,2
71.63,990.6,6,2
71.62,988.52,6,2
71.61,985.98,6,2
71.6,983.24,6,2
71.59,980.53,6,2
71.58,977.69,6,2
71.57,974.73,6,2
71.558,971.78,6,2
71.544,969.41,6,2
71.528,967.55,6,2
71.51,966.4,6,2
71.49,965.98,6,2
71.472,966.11,6,2
71.456,966.42,6,2
71.442,966.81,6,2
71.43,967.27,6,2
71.42,967.73,6,2
71.408,968.15,6,2
71.394,968.52,6,2
71.378,968.83,6,2
71.36,969.08,6,2
71.34,969.32,6,2
71.32,969.56,6,2
71.3,969.81,6,2
71.28,970.06,6,2
71.26,970.28,6,2
71.24,970.44,6,2
71.22,970.54,6,2
71.2,970.57,6,2
71.18,970.54,6,2
71.16,970.5,6,2
71.14,970.46,6,2
71.122,970.42,6,2
71.106,970.4,6,2
71.092,970.36,6,2
71.08,970.25,6,2
71.07,970.11,6,2
71.06,969.95,6,2
71.05,969.76,6,2
71.04,969.52,6,2
