71.55,6.6809,0.67768,30.76,0.21621,0.073651,0.073744,39,19,80,0.39,0.05534,0.25595,0.051634,0.23881,0.0295,0.01251,2.3582,0.70222,0.29778,0.039424,0.052079,0.30131,0.17284,0.67768,797.06,42.798,-11.1,41.135,30.76,30.76,6,2
72.75,6.8041,0.40229,30.822,0.20854,0.064218,0.063898,48,25,74,0.48,0.050715,0.24319,0.051037,0.24474,0.02595,0.011118,2.334,0.70006,0.29994,0.03154,0.045409,0.2914,0.15583,0.40229,901.57,169.87,24.77,103.83,30.822,30.88,6,2
71.61,6.8936,0.60893,30.883,0.26937,0.065274,0.065242,45,28,71,0.45,0.052826,0.19611,0.052962,0.19662,0.013401,0.007381,1.8156,0.64483,0.35517,0.016681,0.046156,0.37813,0.12206,0.60893,985.98,78.147,-13.845,75.724,30.883,30.96,6,2
70.88,6.9161,0.70493,30.96,0.22063,0.068156,0.067844,30,16,83,0.3,0.047027,0.21315,0.046258,0.20967,0.027383,0.0091094,3.0061,0.75038,0.24962,0.02928,0.048194,0.30827,0.15634,0.70493,1008.4,32.749,3.075,8.628,30.96,30.96,6,2
73.3,6.947,0.81742,30.971,0.06065,0.014442,0.014438,0,0,99,0,0.010726,0.17685,0.010553,0.17399,0.0018219,0.00033636,5.4166,0.84415,0.15585,0.002088,0.010212,0.085162,0.11991,0.81742,1040,16.772,-1.585,6.3889,30.971,30.98,6,2
72.67,6.9878,0.76685,30.973,0.11359,0.031677,0.031538,11,5,94,0.11,0.021922,0.19299,0.022631,0.19924,0.0051593,0.0017101,3.0169,0.75105,0.24895,0.006748,0.022399,0.15907,0.14082,0.76685,1083.3,27.435,4.62,7.4159,30.973,30.98,6,2
68.87,7.0608,0.86716,30.9,0.14251,0.044137,0.043926,25,14,85,0.25,0.031676,0.22227,0.030795,0.21609,0.024881,0.0038782,6.4155,0.86515,0.13485,0.027061,0.03121,0.19911,0.15675,0.86716,1165.4,26.603,3.845,9.5107,30.9,30.9,6,2
71.17,7.0829,0.83982,30.888,0.036237,0.010081,0.010033,0,0,99,0,0.0069385,0.19148,0.0067695,0.18681,0.00071466,0.00027995,2.5528,0.71853,0.28147,0.00089795,0.0071286,0.050748,0.14047,0.83982,1191.4,5.2771,-0.635,4.4752,30.888,30.9,6,2
72.17,7.0819,0.80757,30.881,0.1321,0.044454,0.044233,22,11,88,0.22,0.032313,0.24461,0.031989,0.24216,0.0048282,0.0029126,1.6577,0.62373,0.37627,0.0068455,0.031434,0.18415,0.17069,0.80757,1190.2,5.0474,0.75,5.4046,30.881,30.89,6,2
79.52,7.1311,0.74292,30.89,0.076853,0.033099,0.032935,17,12,87,0.17,0.024134,0.31403,0.024158,0.31434,0.0049067,0.0021879,2.2426,0.69161,0.30839,0.0058825,0.023405,0.10614,0.22052,0.74292,1250.2,61.386,4.75,66.32,30.89,30.89,6,2
76.7,7.1175,0.5946,30,0.27184,0.08223,0.081817,50,26,73,0.5,0.065441,0.24073,0.068196,0.25087,0.038056,0.011339,3.3563,0.77045,0.22955,0.047703,0.058145,0.38002,0.15301,0.5946,1233.4,142.37,80.78,439.23,30,30,7,2
