0.5329,0.28984,8,3
0.54731,0.51096,10,3
0.48587,0.42213,7,2
0.12255,0.62806,2,1
0.7521,0.70548,7,2
0.45394,0.36442,3,1
0.11348,0.62404,2,1
0.46106,0.51221,6,2
0.46101,0.37318,3,1
0.32673,0.38242,4.5,1
0.91305,0.44485,10,3
0.68535,0.1663,5,2
0.55426,0.59638,7,2
0.56268,0.32665,2,1
0.40816,0.082061,7,2
0.29178,0.49183,3,1
0.6633,0.42944,7,2
0.56962,0.42193,7,2
0.50516,0.47356,6,2
0.63228,0.47566,2,1
0.67038,0.17849,5,2
0.57907,0.51988,9,3
0.33161,0.58456,4.5,1
0.38839,0.53797,8,3
0.3603,0.37249,4.5,1
0.42934,0.0062206,7,2
0.86964,0.63465,7,2
0.41143,0.069838,7,2
0.40526,0.5586,4.5,1
0.64984,0.74111,5,2
0.54063,0.031366,7,2
0.44242,0.27914,2,1
0.41799,0.55287,3,1
0.31331,0.63923,2,1
0.17838,0.61223,2,1
0.55642,0.83058,3,1
0.71508,0.65575,7,2
0.56095,0.53811,7,2
0.82382,0.6375,7,2
0.59698,0.66449,7,2
0.50054,0.29066,2,1
0.39974,0.50348,3,1
0.67228,0.67421,7,2
0.26041,0.64174,2,1
0.4731,0.50771,6,2
0.348,0.1381,6,2
0.34391,0.36389,6,2
0.42157,0.071319,7,2
0.25985,0.52047,9,3
0.46516,0.6534,7,2
0.43348,0.43684,2,1
0.50701,0.33001,2,1
0.55215,0.7609,5,2
0.45528,0.70553,3,1
0.39961,0.70095,6,2
0.47275,0.77367,7,2
0.59396,0.46982,2,1
0.58403,0.70237,5,2
0.3836,0.49682,8,3
0.37161,0.36198,4.5,1
0.38058,0.50411,3,1
0.40496,0.43692,2,1
0.37709,0.61045,6,2
0.75176,0.39664,10,3
0.40151,0.065524,7,2
0.96556,0.51706,9,3
0.35728,0.5535,3,1
0.46796,0.52377,7,2
0.51551,0.38965,8,3
0.34477,0.32909,8,3
0.61622,0.69823,7,2
0.60345,0.79079,5,2
0.39029,0.5361,8,3
0.37864,0.56417,4.5,1
0.55521,0.62516,7,2
0.38231,0.062311,7,2
0.474,0.38756,8,3
0.93822,0.44991,10,3
0.57001,0.44664,2,1
0.79008,0.49965,9,3
0.92686,0.41572,10,3
0.65631,0.070039,7,2
0.37458,0.35535,3,1
0.53208,0.28051,2,1
0.49756,0.58163,6,2
0.63163,0.41504,7,2
0.89364,0.41421,10,3
0.41044,0.10643,7,2
0.56246,0.65406,7,2
0.46684,0.1135,6,2
0.90727,0.45354,10,3
0.9736,0.50602,10,3
0.46257,0.63379,7,2
0.49855,0.3948,8,3
0.93258,0.45451,10,3
0.48436,0.030757,7,2
0.69135,0.52093,8,3
0.44703,0.83219,5,2
0.52859,0.71974,7,2
0.82149,0.39554,2,1
0.4151,0.76296,5,2
0.39051,0.67018,6,2
0.46813,0.8583,5,2
0.94959,0.39784,4.5,1
0.3575,0.61115,3,1
0.37195,0.57346,3,1
0.41398,0.47336,3,1
0.77972,0.51376,8,3
0.54045,0.52536,7,2
0.41989,0.4959,6,2
0.66839,0.75419,5,2
0.54477,0.47999,7,2
0.5014,0.30618,2,1
0.69579,0.76642,5,2
0.49622,0.42047,7,2
0.35297,0.58983,2,1
0.81122,0.77357,5,2
0.5288,0.40124,8,3
0.37096,0.60304,3,1
0.43236,0.53481,9,3
0.29342,0.63259,2,1
0.37605,0.67502,6,2
0.56621,0.13591,7,2
0.3109,0.58087,3,1
0.5452,0.51453,10,3
0.52746,0.85753,3,1
0.40777,0.51005,8,3
0.7789,0.39584,10,3
0.4403,0.62308,8,3
0.27249,0.62258,6,2
0.59612,0.3915,10,3
0.40043,0.53264,9,3
0.46757,0.72353,7,2
0.54106,0.43291,7,2
0.37972,0.29818,8,3
0.67033,0.16789,5,2
0.31374,0.53029,3,1
0.27465,0.50118,8,3
0.50239,0.39506,8,3
0.42028,0.52109,9,3
0.63197,0.6622,7,2
0.55797,0.13523,7,2
0.63776,0.37597,10,3
0.48867,0.15982,4.5,1
0.97627,0.51097,8,3
0.60216,0.37598,8,3
0.57269,0.77861,5,2
0.41113,0.1564,4.5,1
0.37972,0.62161,3,1
0.811,0.34066,2,1
0.36936,0.17898,4.5,1
0.30145,0.62288,6,2
0.44108,0.62321,8,3
0.53566,0.33776,2,1
0.40345,0.15545,4.5,1
0.31823,0.39158,3,1
0.43258,0.55047,8,3
0.91866,0.4456,10,3
0.52984,0.37318,3,1
0.47128,0.74165,7,2
0.41351,0.37335,3,1
0.41036,0.35409,5,2
0.43172,0.020666,7,2
0.5795,0.42118,7,2
0.39422,0.51552,6,2
0.25691,0.52383,3,1
0.33182,0.32127,8,3
0.42166,0.41981,7,2
0.55569,0.83058,3,1
0.4091,0.50572,8,3
0.38188,0.59697,4.5,1
0.81079,0.41342,10,3
0.3972,0.50663,8,3
0.58645,0.42003,7,2
0.48414,0.38182,8,3
0.47275,0.10057,7,2
0.60108,0.79133,5,2
0.35836,0.335,8,3
0.45195,0.42828,3,1
0.47172,0.13414,7,2
0.51694,0.55787,8,3
0.87836,0.58693,2,1
0.52224,0.50255,2,1
0.85484,0.42813,10,3
0.4699,0.77979,7,2
0.47094,0.12387,6,2
0.2945,0.58246,4.5,1
0.43948,0.10438,7,2
0.84078,0.38204,2,1
0.43474,0.11987,6,2
0.18425,0.59487,3,1
0.44936,0.48283,3,1
0.47379,0.41629,8,3
0.52962,0.40011,8,3
0.4,0.35978,8,3
0.47853,0.37993,3,1
0.52604,0.39949,8,3
0.54309,0.41989,7,2
0.4268,0.51859,8,3
0.44134,0.32857,8,3
0.42157,0.28736,2,1
0.51068,0.3432,2,1
0.44898,0.33158,2,1
0.42481,0.51937,8,3
0.33398,0.5384,6,2
0.26106,0.5212,9,3
0.47853,0.26732,2,1
0.47633,0.80291,2,1
0.64574,0.39132,10,3
0.33592,0.51623,9,3
0.38265,0.015128,7,2
0.54693,0.4899,7,2
0.68846,0.20133,5,2
0.37886,0.33347,8,3
0.44971,0.1339,6,2
0.44164,0.38987,3,1
0.45834,0.44334,2,1
0.46926,0.50623,6,2
0.87098,0.58511,8,3
0.31638,0.62528,6,2
0.49234,0.44152,7,2
0.28854,0.58347,4.5,1
0.56669,0.34921,2,1
0.47573,0.41424,8,3
0.40798,0.54216,5,2
0.77109,0.076994,7,2
0.49666,0.51496,7,2
0.76699,0.36438,4.5,1
0.652,0.53794,9,3
0.36354,0.55334,3,1
0.55776,0.53807,7,2
0.27008,0.62281,6,2
0.49903,0.41942,7,2
0.4028,0.31337,3,1
0.40669,0.38666,5,2
0.46861,0.42933,7,2
0.2608,0.50854,8,3
0.49493,0.4268,8,3
0.3792,0.51278,8,3
0.40686,0.54942,3,1
0.70334,0.36629,2,1
0.5046,0.030265,7,2
0.6671,0.75425,5,2
0.81243,0.34456,2,1
0.41748,0.31265,4.5,1
0.41864,0.073782,7,2
0.5247,0.72275,7,2
0.55327,0.40625,8,3
0.4028,0.43689,2,1
0.40453,0.42629,3,1
0.84729,0.81044,5,2
0.46321,0.58857,3,1
0.62093,0.34666,2,1
0.78481,0.70485,7,2
0.55577,0.39256,8,3
0.43422,0.8287,5,2
0.38619,0.18349,4.5,1
0.76526,0.5517,6,2
0.5414,0.32481,2,1
0.19638,0.28639,8,3
0.44134,0.53791,6,2
0.41165,0.069455,7,2
0.46969,0.62094,7,2
0.39288,0.60269,3,1
0.40712,0.51026,8,3
0.39957,0.31369,3,1
0.51866,0.41125,8,3
0.48388,0.0649,7,2
0.79902,0.95033,5,2
0.47008,0.85831,5,2
0.3918,0.37282,8,3
0.71508,0.16522,5,2
0.4466,0.31675,8,3
0.28155,0.58338,4.5,1
0.2504,0.57495,2,1
0.52967,0.63748,2,1
0.41592,0.55511,4.5,1
0.97381,0.50599,9,3
0.36544,0.018378,7,2
0.4381,0.34612,8,3
0.84587,0.5071,8,3
0.85415,0.50429,8,3
0.37191,0.52593,5,2
0.52665,0.033437,7,2
0.76841,0.6603,7,2
0.38511,0.58845,6,2
0.29989,0.51907,9,3
0.4123,0.43786,2,1
0.25243,0.56836,4.5,1
0.47789,0.34817,8,3
0.36742,0.57932,4.5,1
0.428,0.51077,8,3
0.52492,0.06431,7,2
0.51607,0.39622,8,3
0.54347,0.12331,7,2
0.37825,0.30641,8,3
0.46969,0.50978,6,2
0.82481,0.3809,10,3
0.55016,0.68336,7,2
0.019417,0.61584,6,2
0.83689,0.63562,7,2
0.54585,0.33863,2,1
0.53851,0.28149,2,1
0.45247,0.39134,3,1
0.82037,0.56332,8,3
0.45912,0.57762,5,2
0.47452,0.05414,7,2
0.47223,0.52268,7,2
0.78188,0.38382,10,3
0.67172,0.42646,7,2
0.42706,0.51506,8,3
0.5499,0.42488,7,2
0.54779,0.38684,8,3
0.5491,0.51943,3,1
0.35814,0.34131,4.5,1
0.726,0.69077,7,2
0.71927,0.80424,5,2
0.50464,0.34411,2,1
0.55297,0.65332,7,2
0.6592,0.84016,5,2
0.35707,0.53776,6,2
0.31461,0.59356,4.5,1
0.55059,0.42379,7,2
0.37821,0.055345,7,2
0.72211,0.16413,5,2
0.96419,0.50596,9,3
0.42002,0.38101,3,1
0.68177,0.40987,10,3
0.55435,0.34334,3,1
0.18231,0.62762,6,2
0.4567,0.34871,5,2
0.69838,0.648,7,2
0.29795,0.56843,6,2
0.42071,0.71025,7,2
0.37135,0.52676,5,2
0.75836,0.077629,7,2
0.55922,0.7075,7,2
0.38921,0.084964,7,2
0.51543,0.86225,5,2
0.69169,0.078508,7,2
0.94181,0.39734,4.5,1
0.52621,0.42471,7,2
0.57985,0.5407,9,3
0.82114,0.99079,5,2
0.4677,0.12429,6,2
0.48846,0.52703,7,2
0.17389,0.28331,8,3
0.24621,0.52006,3,1
0.42654,0.095972,6,2
0.58792,0.50962,9,3
0.92151,0.44542,10,3
0.49083,0.54555,7,2
0.7345,0.49351,9,3
0.86973,0.44312,10,3
0.51064,0.38468,8,3
0.52751,0.63797,2,1
0.57061,0.38855,3,1
0.39335,0.53488,9,3
0.36397,0.57062,4.5,1
0.87366,0.50722,9,3
0.52319,0.4795,6,2
0.52772,0.12354,7,2
0.53143,0.059796,7,2
0.31107,0.57048,3,1
0.37195,0.17423,4.5,1
0.48803,0.7269,7,2
0.43711,0.34613,8,3
0.52522,0.50091,2,1
0.44958,0.53359,6,2
0.42287,0.36944,3,1
0.74498,0.51321,8,3
0.5562,0.42088,7,2
0.79055,0.58801,2,1
0.42546,0.51554,8,3
0.02028,0.61586,6,2
0.94293,0.39758,4.5,1
0.24828,0.52166,3,1
0.44854,0.58327,3,1
0.42464,0.50807,10,3
0.42947,0.47979,6,2
0.47461,0.64006,7,2
0.82017,0.51532,9,3
0.39461,0.53388,9,3
0.33441,0.56633,3,1
0.38641,0.52021,8,3
0.41359,0.58864,4.5,1
0.44479,0.70636,6,2
0.39491,0.62599,7,2
0.39137,0.12904,6,2
0.45916,0.76043,7,2
0.37053,0.52466,9,3
0.55879,0.35574,8,3
0.47167,0.13483,7,2
